-1.040827021208222264e-01 1.062630585718221526e-01 -3.390767951444306205e-01 2.267215051473641663e-01
-1.925675512541735745e-01 4.424462308662577836e-01 -6.152882520867305333e-02 3.213218623163500709e-01
6.208015568890278002e-02 -1.796380003108629109e-01 -8.075384713249043889e-02 3.148913575075257265e-01
7.620201045639393711e-02 -4.440691864485034612e-01 -3.090750473108533434e-03 -7.286100792454777361e-03
-3.295254812136546030e-01 -8.608410951419581680e-02 3.240518174200944790e-01 4.774928407525318511e-03
-1.496347421598161198e-02 2.979962736601740603e-01 -1.966457893263110629e-02 -4.656321774519817658e-01
-3.541488841183437070e-02 3.441132530469754869e-01 -1.691459493486187544e-04 2.537145860284243937e-01
-6.785117681556857017e-02 -1.323497699724110743e-01 4.374248263046041224e-02 -2.716701400594483395e-01
-1.403027147161925725e-01 -5.422356481149646912e-02 1.912883397301758659e-01 1.898813939028476394e-02
-3.794459484180570663e-02 5.902251444100741276e-03 4.048540678914537838e-01 2.147164561553065454e-01
-1.924349879073683212e-01 8.824233357880194306e-02 -1.030386327465226265e-01 -8.756286597488639745e-02
-2.438506492411139301e-02 1.225659179674780386e-01 9.542070804855559696e-02 -2.475533862097546375e-03
-4.345769658014841386e-01 9.621164064467928323e-02 1.644720343242378480e-02 1.405733711016049492e-01
2.919750119514041287e-01 1.789843207137720160e-02 -2.332813084446590524e-01 2.176934836018699915e-01
-2.921150442606872399e-01 -1.987456732591339759e-01 1.849596820954805265e-01 -1.941366782474677755e-01
-3.365443310834589918e-03 -9.092898384340787621e-02 -6.344861118858817484e-02 3.795310231429119829e-01
4.002501773241800009e-01 3.201026831915924076e-01 -6.359580579488115504e-01 -8.630101162945812143e-02
3.215259309266799703e-01 -1.689121724489779375e-01 -1.008334201101466626e-01 -2.754587313504451296e-01
-3.795786255131612941e-01 -3.174985352400621075e-01 -1.896445687663959878e-01 1.489934905538141917e-02
4.354605146557023743e-02 -1.280942028145248823e-01 6.065464465688433227e-02 -6.752373176062576032e-02
